,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Sprint_Speed,Vision,Finishing,Player_Height
2696,1,88,81,78,83,33,79,82,79,29,87,78,79,176
2698,1,93,79,67,82,35,67,81,76,39,93,61,87,181
2699,3,66,72,81,77,79,80,65,68,75,66,79,68,186
2700,3,64,60,71,70,82,83,65,62,82,64,69,48,187
2702,1,79,84,73,79,24,77,71,50,10,82,74,85,189
2706,2,88,79,75,86,41,64,88,71,58,87,71,79,181
2711,4,85,60,74,77,80,76,78,74,80,87,70,57,178
2712,1,76,85,73,86,30,71,82,82,35,72,67,87,177
2713,2,82,78,81,86,39,66,93,84,30,77,82,71,174
2716,2,81,76,83,88,33,54,88,85,50,77,83,70,176
2717,4,89,65,78,83,78,73,79,75,80,89,71,58,182
2718,4,72,72,81,77,82,81,63,58,82,70,77,56,187
2719,5,60,50,61,62,86,80,35,37,88,54,62,37,192
2720,4,82,48,70,71,82,80,70,67,73,84,56,42,182
2721,2,76,76,83,84,38,56,80,81,40,77,83,78,174
2723,5,70,59,69,68,82,83,57,60,83,74,65,53,188
2729,3,69,73,83,86,59,67,87,85,63,65,86,75,176
2730,3,71,74,77,79,75,82,81,60,74,74,78,71,188
2731,5,78,37,63,67,83,74,64,61,83,84,59,28,186
2732,4,85,67,76,80,79,79,72,78,78,86,71,60,180
2735,5,74,42,59,66,82,82,65,62,81,79,54,33,187
2736,3,71,72,79,80,78,76,79,78,78,68,81,71,182
2738,5,73,35,59,67,83,78,62,60,89,73,60,23,186
2740,2,89,75,76,87,36,55,89,85,42,88,84,76,178
2741,4,73,73,78,77,80,79,64,58,79,76,69,68,188
2743,5,69,31,63,70,84,72,63,61,82,70,62,36,188
2745,2,91,81,72,85,44,67,87,88,45,90,68,80,175
2746,3,66,70,83,75,77,78,70,70,77,66,83,67,182
2747,3,76,72,77,83,71,73,78,79,70,75,78,70,175
2748,4,75,58,82,76,79,72,74,74,77,75,80,45,178
2750,2,59,80,84,79,56,70,68,61,57,58,83,77,186
2751,3,72,59,70,77,84,79,76,80,83,70,70,50,174
2754,5,66,34,52,66,84,79,60,53,88,69,40,20,188
2757,5,56,43,52,60,83,86,32,30,84,64,50,42,196
2758,3,75,66,76,81,82,80,82,80,85,71,79,68,175
2760,3,50,67,72,70,81,89,36,31,81,55,77,64,196
2761,5,40,41,54,56,85,83,29,32,85,43,47,41,195
2762,4,84,77,78,81,76,76,87,82,74,83,76,70,173
2763,3,69,75,83,84,56,63,79,63,45,69,87,73,188
2764,5,68,46,60,61,83,79,58,56,85,69,48,43,187
2765,4,71,70,81,76,81,81,63,58,81,70,77,55,187
2766,4,78,76,77,75,78,84,63,49,77,81,71,76,191
2767,4,78,71,81,84,77,66,84,87,72,79,78,61,172
2768,2,94,69,75,86,47,61,94,92,54,94,79,66,173
2770,4,82,47,68,71,80,78,70,67,72,84,55,42,182
2771,1,73,77,85,84,33,60,79,74,44,69,87,80,183
2772,5,59,50,58,58,85,80,33,35,87,54,59,37,192
2773,3,69,76,76,76,79,80,67,71,78,69,78,70,184
2775,4,68,64,73,73,85,79,65,63,88,69,76,59,185
2778,1,79,79,77,81,47,81,70,66,43,82,77,78,192
2781,1,75,84,71,85,30,71,82,82,35,72,66,86,177
2782,1,90,81,63,77,54,77,75,76,55,91,72,85,179
2785,5,73,58,71,74,81,73,72,71,77,72,75,55,184
2789,3,73,73,76,79,83,88,76,67,82,76,79,69,188
2790,5,73,49,68,66,83,80,69,67,82,74,65,42,187
2792,2,88,79,76,82,36,68,85,76,24,89,80,78,179
2793,3,79,66,79,85,63,62,91,80,65,75,82,63,178
2794,2,73,71,81,83,33,65,81,82,35,70,83,70,179
2795,5,60,53,54,61,81,87,54,54,81,67,44,45,190
2796,2,92,79,75,85,47,65,90,83,38,91,79,76,172
2799,1,79,81,62,77,50,86,76,69,54,79,66,82,186
2801,1,79,81,57,77,41,84,79,75,55,79,61,88,181
2803,1,91,74,73,87,29,72,88,78,22,92,77,77,180
2806,5,58,51,67,67,81,83,57,46,79,65,60,47,192
2809,1,84,80,79,87,27,57,94,91,23,80,81,80,163
2810,3,76,71,82,81,73,73,81,88,74,74,84,69,168
2811,1,69,83,74,82,34,68,73,73,30,68,75,85,175
2813,1,88,81,72,80,35,75,80,72,32,88,73,84,182
2814,2,76,82,80,80,59,71,76,60,55,76,77,80,191
2815,2,81,72,80,84,41,56,87,81,35,79,82,71,173
2821,1,93,80,74,83,42,74,89,77,33,94,74,79,185
2822,3,78,65,79,81,79,75,84,94,85,74,74,52,168
2823,2,67,75,83,84,59,70,78,78,65,67,84,73,182
2824,1,73,85,64,76,40,76,69,64,35,75,61,88,186
2825,2,86,78,77,84,30,52,92,84,50,86,78,74,171
2828,1,85,80,76,84,39,62,91,87,34,83,78,85,170
2829,3,78,75,81,83,65,71,83,83,61,79,83,73,175
2833,1,91,81,61,79,25,73,92,91,20,92,58,87,170
2834,4,88,64,77,81,77,71,78,74,79,88,71,58,182
2836,4,80,68,74,73,81,79,66,66,83,84,71,65,184
2837,5,68,47,55,59,81,82,55,45,81,74,49,54,194
2839,4,81,51,76,78,77,78,68,70,78,85,74,33,185
2840,5,73,40,67,63,81,77,59,50,80,78,57,27,190
2842,4,84,59,72,77,77,73,78,74,77,86,69,57,178
2843,4,78,62,74,77,78,79,73,76,74,78,71,60,176
2844,4,75,58,76,76,79,75,70,68,78,74,75,58,182
2845,5,71,64,72,63,84,82,52,43,86,74,58,52,189
2847,4,77,64,77,78,78,76,72,62,79,82,69,54,184
2848,4,81,51,68,76,79,76,76,69,80,82,59,47,182
2849,3,72,73,73,75,78,80,66,70,83,73,77,68,183
2851,2,81,70,78,86,42,62,83,78,58,76,84,66,179
2854,2,90,70,75,86,30,56,94,77,34,89,75,69,177
2858,5,69,51,61,61,83,79,63,61,83,72,65,39,186
2859,3,72,71,81,78,71,72,80,85,74,69,81,64,171
2861,2,73,75,82,83,32,54,80,81,34,74,82,77,174
2862,1,85,78,74,84,39,61,91,87,34,83,76,83,170
2865,4,84,62,76,82,76,69,82,81,73,83,60,50,171
2866,4,81,55,74,75,78,78,67,72,77,80,68,44,181
2867,2,78,79,78,81,61,71,74,76,61,78,77,73,180
2869,3,71,47,68,70,81,84,78,92,80,70,72,31,171
2870,4,87,63,77,81,77,70,82,77,76,87,75,61,175
2872,2,53,80,79,79,72,80,66,64,69,57,83,79,184
2874,1,70,81,79,79,59,72,70,78,59,67,83,79,181
2876,3,67,68,80,80,75,67,77,75,74,66,81,63,179
2877,5,65,49,64,65,82,81,60,37,75,67,61,38,196
2878,5,58,49,61,59,81,88,49,47,80,62,65,48,191
2879,1,76,81,59,78,33,72,75,76,37,76,62,85,185
2881,1,85,81,75,78,43,68,81,77,50,85,76,81,172
2887,4,82,62,73,76,81,79,79,55,83,85,73,58,187
2888,4,77,61,78,72,80,79,68,65,84,77,75,56,183
2891,1,69,82,80,81,43,63,70,56,53,70,82,78,190
2895,3,62,76,81,80,70,70,76,84,68,59,80,74,170
2896,1,91,78,61,78,25,72,91,90,20,92,58,84,170
2897,1,70,82,65,76,36,73,59,58,22,70,69,84,184
2902,4,77,62,79,78,78,74,70,82,71,75,75,52,178
2903,2,91,75,73,85,34,71,87,78,31,91,77,72,184
2904,2,82,71,76,81,39,60,78,71,28,82,83,76,188
2905,5,64,58,70,65,83,78,55,49,83,72,70,55,188
2906,4,88,53,74,79,76,76,77,74,76,88,68,49,180
2907,1,73,79,58,74,45,82,66,53,35,77,72,82,190
2909,3,70,65,78,83,68,66,72,75,62,65,82,66,179
2914,4,75,68,79,78,74,70,77,76,75,73,76,64,175
2915,4,73,70,76,80,77,74,87,86,77,72,73,64,174
2916,4,92,57,67,80,73,72,88,83,70,92,62,50,177
2919,3,58,65,69,73,80,88,68,65,78,61,64,61,184
2920,4,76,62,73,77,79,76,69,76,76,76,73,57,174
2921,4,69,58,71,75,80,70,70,73,78,67,66,49,179
2923,4,81,53,71,73,79,68,78,79,83,82,63,45,176
2924,4,76,65,73,78,80,73,73,74,78,75,70,61,177
2925,5,70,47,63,68,83,74,73,68,84,71,64,40,180
2926,4,73,67,79,76,78,75,73,70,80,73,74,59,180
2929,1,80,79,71,79,36,83,72,63,44,83,81,80,184
2930,1,88,80,61,64,42,88,67,60,51,88,65,80,186
2932,5,69,64,65,68,84,73,70,67,86,68,60,55,183
2934,3,51,74,85,83,60,54,70,82,62,48,86,71,168
2935,2,73,80,78,82,42,71,73,67,37,75,78,77,190
2940,2,75,71,84,83,41,63,81,74,57,71,84,69,179
2941,4,78,76,78,80,71,75,76,74,70,78,78,72,182
2943,2,76,74,81,79,62,65,75,70,60,77,83,74,180
2946,5,69,44,65,71,80,72,68,78,79,69,63,33,184
2948,5,52,33,63,56,78,84,48,53,74,55,52,23,187
2949,1,70,82,71,72,43,82,66,55,33,68,72,83,187
2952,1,70,85,72,77,30,67,71,75,35,67,73,82,180
2954,2,91,76,75,80,47,73,92,85,65,90,78,73,174
2955,5,71,46,71,71,81,75,68,66,83,73,66,37,186
2956,2,70,82,77,81,49,72,75,73,36,70,74,80,180
2957,4,78,69,76,76,76,73,76,76,68,79,66,56,175
2958,2,89,74,75,80,48,63,86,64,43,89,79,74,175
2962,1,65,81,81,75,55,76,66,77,52,65,82,80,176
2964,1,85,77,68,80,32,69,83,69,35,85,66,80,180
2965,4,72,62,65,70,77,87,49,55,74,75,60,59,183
2967,3,71,68,77,77,80,83,73,71,81,73,79,60,184
2973,3,68,48,69,74,78,82,64,57,71,69,73,37,189
2974,5,67,34,46,63,83,75,58,59,85,69,32,36,187
2976,1,85,81,62,74,45,82,79,72,41,85,63,81,179
2977,2,93,75,72,82,41,64,91,76,42,93,74,76,175
2978,2,91,67,74,86,50,57,91,91,42,90,75,69,165
2979,1,84,79,68,80,27,69,79,75,27,83,65,83,185
2981,1,76,84,69,77,34,67,74,67,28,76,71,85,185
2982,4,79,63,76,76,76,80,70,69,75,80,69,62,182
2983,3,65,63,72,65,82,86,52,38,82,68,67,52,188
2985,4,93,51,68,77,75,66,82,77,75,94,63,52,178
2988,2,72,79,73,81,39,70,88,72,30,72,81,83,182
2990,2,82,71,74,87,47,57,94,93,65,77,74,70,169
2992,2,90,69,75,83,38,45,92,96,31,86,77,71,164
2993,3,67,61,72,70,78,81,60,73,79,64,69,53,181
2994,1,83,81,75,78,39,75,79,78,29,84,78,81,181
2995,5,76,40,59,61,82,78,64,63,85,80,50,41,184
2996,2,69,69,81,83,39,63,82,80,46,68,85,70,181
3004,4,87,67,73,78,77,79,79,80,70,87,71,65,175
3005,1,77,80,66,79,29,72,80,70,20,78,69,82,182
3006,4,73,75,85,76,77,74,71,65,77,76,86,69,178
3007,3,80,68,77,85,70,79,85,83,69,76,81,60,181
3010,2,89,74,71,84,36,71,79,91,37,89,71,71,178
3014,2,91,69,71,84,36,58,87,90,38,90,77,69,177
3015,4,75,70,73,74,77,77,70,65,78,76,64,61,184
3017,3,77,72,80,82,59,59,82,76,69,77,81,72,176
3019,3,68,68,68,73,81,84,60,61,82,69,73,63,187
3020,1,83,75,59,75,48,80,71,65,50,86,58,78,187
3021,3,59,76,79,76,67,68,66,67,71,56,81,67,181
3022,5,75,61,66,64,79,80,66,60,77,75,60,60,180
3023,5,73,30,55,60,79,79,68,72,77,73,39,22,183
3024,4,66,59,74,75,80,80,66,60,82,66,69,54,185
3028,4,77,68,78,82,78,77,85,83,80,77,76,55,173
3029,2,82,79,70,79,36,76,77,74,39,82,74,77,185
3030,4,85,62,72,76,72,79,76,74,69,89,66,59,182
3032,2,85,71,77,84,44,51,93,94,48,82,76,66,171
3033,3,69,59,67,68,81,80,53,50,80,72,65,49,188
3034,2,87,76,76,81,31,62,83,78,25,86,74,76,178
3035,3,77,54,73,74,78,83,68,66,79,79,72,40,186
3036,4,81,60,74,78,75,78,79,83,73,78,72,53,172
3037,3,72,55,66,70,79,85,64,68,77,72,67,42,185
3039,3,71,58,68,76,78,81,73,81,78,72,67,54,177
3040,4,87,61,76,78,72,68,79,83,72,87,72,61,172
3043,3,76,64,75,80,78,71,70,65,81,78,72,65,182
3044,2,92,73,72,85,32,63,93,90,26,91,70,71,173
3045,4,82,66,72,78,75,76,75,75,78,80,71,60,177
3046,5,57,56,79,75,78,75,72,75,77,53,76,46,180
3047,4,86,55,68,75,77,73,80,79,78,86,68,57,171
3049,3,67,59,79,84,65,66,89,90,71,60,80,63,173
3051,3,57,63,72,70,77,83,62,44,75,53,71,59,185
3052,4,83,64,75,77,71,77,74,73,71,79,69,54,179
3056,5,74,52,69,70,79,74,68,69,79,74,65,45,180
3058,2,84,77,78,77,35,75,75,66,17,84,80,77,178
3059,3,55,64,76,75,79,81,63,71,80,54,77,62,184
3060,1,81,82,66,73,38,75,77,71,50,84,69,86,175
3062,1,80,81,65,69,34,77,72,48,29,79,64,82,188
3063,2,67,80,73,74,40,71,67,52,36,68,73,80,193
3064,3,58,72,67,69,79,87,53,55,73,61,71,70,187
3065,4,77,45,67,73,78,74,70,75,77,78,55,34,170
3066,3,70,63,70,73,79,84,69,66,79,71,67,55,188
3068,1,84,78,73,82,29,64,81,80,31,84,78,78,179
3069,1,84,79,78,83,40,71,87,85,40,83,83,80,173
3070,1,91,76,73,82,43,71,90,83,30,90,79,77,173
3076,1,84,71,66,73,56,83,76,55,56,86,64,73,193
3077,3,68,67,73,77,71,78,74,67,72,68,76,63,181
3078,2,82,73,75,82,37,67,80,63,39,83,76,71,189
3079,3,69,71,80,78,72,72,76,76,69,66,78,66,176
3081,1,73,79,52,73,37,80,64,58,52,76,46,82,189
3083,4,89,64,73,79,73,79,78,78,68,87,74,62,178
3084,2,92,72,69,85,23,63,94,88,26,92,69,70,173
3085,2,87,76,69,81,27,59,92,76,29,83,73,76,183
3086,4,86,53,70,76,76,77,79,78,76,87,64,51,178
3087,5,78,50,69,71,78,81,76,67,79,75,62,47,186
3090,5,80,42,65,70,78,77,69,66,80,84,66,36,187
3091,4,75,74,82,84,71,59,88,86,67,69,79,72,170
3092,4,83,52,71,77,76,72,74,74,74,84,67,44,181
3093,5,54,54,56,58,78,83,53,34,79,62,54,51,195
3097,4,84,49,72,78,72,69,88,89,70,81,64,27,170
3098,5,67,64,56,63,80,71,57,72,83,67,46,56,184
3099,5,77,33,53,60,78,82,68,58,77,76,34,20,185
3100,4,85,53,69,75,74,77,78,77,74,86,64,51,178
3101,5,76,51,64,66,79,73,79,74,80,74,58,37,180
3102,5,75,37,50,60,79,76,62,76,80,73,28,30,180
3104,4,84,62,75,84,72,69,86,78,71,84,79,63,176
3105,4,86,49,73,78,72,72,78,77,69,86,69,37,176
3106,4,76,72,75,75,76,70,72,78,79,76,71,67,180
3108,2,76,75,75,78,46,76,65,54,41,78,75,73,187
3109,4,87,51,72,77,72,72,76,73,72,87,67,48,180
3111,4,75,71,77,81,77,71,77,76,78,73,69,59,172
3112,4,84,63,69,75,71,84,75,86,68,86,72,56,175
3113,3,65,80,74,77,71,69,71,67,75,64,74,77,184
3114,4,87,65,72,76,73,78,77,78,67,87,71,64,175
3115,3,80,66,75,83,70,77,83,82,69,76,79,59,181
3116,4,75,41,66,74,76,79,63,65,74,76,55,32,189
3118,1,73,76,56,73,41,76,66,53,32,77,70,79,190
3124,5,76,53,66,67,79,75,63,62,78,78,71,50,190
3125,4,75,55,77,75,74,72,68,74,76,76,65,43,181
3127,1,88,78,68,77,37,71,75,71,33,91,71,81,184
3131,1,69,78,68,74,47,82,67,64,48,72,73,77,187
3133,2,88,74,71,84,32,58,92,86,41,88,72,70,172
3134,2,71,77,74,78,43,74,77,74,35,70,78,77,171
3135,3,73,38,65,69,79,82,75,73,85,71,65,30,178
3137,1,72,78,52,72,37,78,64,58,52,75,46,81,189
3142,3,69,78,79,80,64,55,76,81,65,64,76,75,172
3143,4,90,65,74,76,71,71,74,61,67,90,65,62,185
3145,3,76,50,63,73,77,84,78,78,80,75,68,36,176
3146,5,65,71,76,68,77,84,57,53,76,68,76,66,189
3149,1,80,77,71,78,46,72,84,80,25,83,71,77,174
3150,2,85,73,71,84,34,56,89,80,26,80,69,72,176
3151,2,75,81,75,76,46,76,67,70,54,75,79,77,182
3152,2,76,73,80,81,53,65,75,77,59,76,81,65,182
3159,2,87,64,69,84,33,55,91,88,31,84,71,66,180
3160,1,76,77,51,68,38,80,54,53,30,80,58,78,190
3161,4,83,50,72,73,77,81,69,62,77,87,65,39,187
3162,1,88,78,71,82,36,56,83,72,51,88,76,78,179
3165,5,75,44,60,67,78,76,71,67,72,76,58,37,186
3166,2,84,77,72,81,42,62,85,71,31,84,70,75,177
3167,4,80,54,73,76,73,75,67,70,73,81,61,44,178
3168,1,69,79,61,73,31,76,57,88,33,72,70,83,187
3170,1,75,74,69,72,35,84,43,42,35,79,69,75,191
3174,4,86,65,68,77,70,72,84,87,68,87,58,59,171
3175,5,75,43,57,65,77,73,69,65,72,76,56,37,186
3177,2,78,71,74,79,37,67,78,61,39,79,75,70,189
3179,1,69,74,63,72,44,80,61,67,32,69,61,72,183
3180,1,56,78,66,69,35,84,62,71,34,57,74,76,183
3181,4,91,67,72,80,70,72,77,77,73,93,70,67,177
3182,3,67,58,70,69,75,84,64,41,70,66,68,48,182
3183,2,77,74,73,78,39,72,75,69,54,76,72,70,180
3185,1,62,75,56,68,36,83,64,44,37,69,62,79,197
3188,4,87,63,72,79,71,77,78,78,67,86,73,62,178
3190,5,82,53,61,63,77,78,55,65,80,75,50,43,188
3191,5,81,36,65,69,77,75,66,62,76,82,59,30,185
3192,1,83,67,65,72,55,81,75,55,55,85,64,69,193
3193,2,78,75,74,75,56,80,78,58,58,79,73,75,187
3194,3,73,56,79,84,66,65,83,77,69,74,84,52,180
3196,3,71,55,65,67,74,85,60,57,75,76,64,47,187
3197,3,52,66,68,68,76,86,64,68,71,54,65,57,179
3201,4,87,55,64,77,71,81,85,75,66,88,54,50,172
3202,1,88,74,60,77,29,64,81,72,26,88,58,78,186
3203,2,91,73,67,80,37,57,91,84,48,90,71,71,171
3208,1,91,74,70,79,47,71,93,78,40,91,71,75,171
3209,1,72,76,62,69,32,86,69,51,15,74,72,78,183
3210,5,75,37,58,59,76,74,76,72,67,75,39,29,176
3213,1,84,74,74,81,33,52,88,91,34,84,73,73,175
3216,2,91,72,72,80,37,54,93,91,28,91,75,73,164
3218,1,92,75,68,77,31,66,83,70,34,93,65,79,180
3219,4,81,65,70,78,74,73,82,83,68,83,69,63,176
3220,2,93,72,64,81,29,60,90,82,32,94,65,73,177
3223,2,82,69,69,82,32,75,79,74,29,84,67,65,188
3226,2,75,73,78,79,39,51,89,80,37,73,82,69,175
3229,2,77,73,78,81,35,66,79,73,24,72,76,69,178
3230,1,69,75,64,72,39,80,72,58,12,67,70,73,185
3232,3,66,69,78,75,70,75,66,64,67,71,74,65,184
3233,5,85,40,67,68,79,78,79,72,68,89,56,29,184
3234,4,80,61,69,71,74,71,66,65,70,78,55,59,184
3235,4,86,64,78,79,70,77,79,87,67,84,76,55,175
3236,4,91,48,69,73,71,82,79,74,69,92,67,39,184
3238,3,74,72,74,74,64,84,67,58,43,77,68,69,187
3239,4,87,60,68,74,72,74,73,75,73,86,64,57,180
3241,4,87,63,72,74,72,74,65,65,71,87,68,53,182
3242,4,81,62,72,74,71,75,78,91,72,83,72,53,168
3243,4,92,56,65,73,73,77,74,61,72,93,47,50,184
3244,4,86,63,72,80,70,70,77,82,67,86,71,55,179
3245,3,58,66,70,70,76,79,56,58,74,58,66,59,189
3246,4,91,58,70,76,71,71,83,67,72,91,66,52,181
3247,4,79,74,76,79,69,76,77,70,66,79,72,67,181
3248,1,62,79,61,71,29,76,56,86,31,65,70,83,187
3249,5,61,53,62,60,74,80,50,45,73,66,61,38,190
3250,1,69,75,51,68,38,80,54,53,30,73,58,76,190
3251,2,70,77,72,77,37,68,69,58,50,71,78,80,189
3252,4,78,62,78,77,71,75,73,83,71,79,77,54,177
3253,2,76,59,72,83,43,55,86,76,52,75,78,55,171
3254,1,53,77,59,70,38,72,50,71,24,54,65,77,182
3255,1,86,76,62,78,30,62,79,78,36,87,65,82,177
3256,5,79,36,59,62,74,80,61,62,67,84,56,39,185
3258,3,55,74,81,76,61,62,68,78,67,52,81,67,177
3259,3,72,65,61,69,76,85,62,57,74,77,63,65,189
3260,1,87,75,67,75,39,73,80,77,25,87,67,75,174
3263,4,93,51,64,75,71,74,85,76,72,93,68,40,172
3265,1,82,75,61,79,38,63,78,65,52,85,54,78,185
3266,5,72,30,50,40,78,80,41,36,79,74,51,23,196
3269,3,70,69,78,80,61,66,74,76,65,72,78,60,179
3270,4,85,44,69,74,69,72,82,73,72,81,59,38,177
3271,3,66,72,82,74,72,72,73,77,77,66,82,70,180
3273,2,93,69,65,79,33,61,84,75,26,95,65,74,183
3274,2,93,69,66,78,22,64,79,74,25,93,69,69,185
3276,1,88,73,58,78,39,72,89,79,42,88,56,75,175
3277,2,82,70,74,78,64,72,82,74,69,82,74,70,173
3279,1,89,73,64,73,38,65,70,70,32,91,70,73,179
3280,5,63,35,56,55,75,80,55,44,69,67,51,32,195
3281,4,89,53,69,73,71,79,73,74,72,91,70,41,178
3283,1,83,77,64,76,32,58,83,79,34,86,65,80,169
3284,3,62,80,81,75,45,59,64,66,38,61,81,75,182
3285,4,86,59,68,76,70,71,75,71,69,84,68,60,167
3287,1,87,71,54,74,23,66,81,70,12,89,56,76,183
3290,3,69,67,71,71,69,83,66,60,65,70,73,64,180
3291,5,77,40,61,68,76,77,67,66,75,79,55,34,182
3292,3,71,76,79,73,60,72,67,65,54,73,76,69,181
3293,4,91,47,67,70,70,81,76,71,69,92,66,39,184
3294,1,59,79,79,82,34,70,74,72,29,58,79,74,183
3295,3,65,77,74,75,66,83,65,77,66,63,73,68,183
3296,5,52,40,59,54,75,84,40,36,74,49,64,28,192
3297,5,70,39,50,48,76,82,47,34,74,70,33,37,198
3306,1,79,76,57,72,40,70,75,65,35,79,58,79,183
3307,2,88,68,70,78,34,59,86,89,32,88,68,67,175
3312,4,91,42,65,71,67,69,74,70,64,92,48,39,182
3313,4,85,59,66,72,71,70,73,71,70,89,61,57,181
3314,1,92,72,66,72,38,65,87,81,35,93,66,74,172
3315,5,73,54,53,65,73,77,68,63,69,75,43,52,182
3316,1,87,73,62,72,30,73,75,74,27,87,67,74,180
3317,4,85,34,62,75,71,68,79,78,69,91,51,21,180
3318,5,74,48,54,60,76,72,54,51,77,78,38,45,192
3319,3,72,58,64,69,75,83,65,66,74,74,58,46,186
3320,4,87,64,71,75,69,73,70,73,70,84,70,67,180
3321,1,88,72,61,67,67,84,77,60,62,89,69,72,185
3322,1,82,73,58,74,30,78,77,64,43,84,62,76,183
3323,1,83,76,55,73,28,61,83,81,20,81,34,79,174
3324,5,69,45,48,54,72,83,44,48,69,73,35,40,184
3325,4,84,43,60,66,73,72,63,60,72,88,53,45,189
3326,3,66,55,70,72,71,82,67,52,66,67,70,38,187
3328,2,84,75,70,74,41,81,71,59,62,91,66,73,190
3329,4,89,66,68,74,72,71,77,77,72,89,67,64,176
3330,4,85,60,63,74,71,75,78,67,69,84,58,48,181
3332,3,56,64,69,68,73,82,39,39,70,60,76,60,192
3333,3,85,73,73,77,70,79,82,76,75,85,74,71,180
3334,3,50,72,80,72,65,64,58,61,70,45,80,68,182
3338,4,89,53,63,75,70,75,84,80,70,92,55,47,175
3339,1,83,74,58,73,31,69,81,68,26,81,57,75,185
3340,1,58,75,61,67,41,77,62,34,55,62,65,75,191
3342,5,70,31,51,52,72,83,59,44,70,79,32,28,191
3344,3,78,65,67,74,72,83,81,74,77,78,69,66,171
3345,1,68,73,53,67,39,81,49,60,54,69,50,75,193
3346,2,90,72,68,79,38,65,88,91,40,90,64,73,169
3349,4,78,64,68,73,72,74,73,75,75,79,41,48,178
3350,4,77,73,75,81,69,64,84,85,72,75,74,73,172
3351,5,61,45,47,57,74,80,62,51,73,64,26,51,196
3352,1,72,73,64,71,35,81,43,42,35,76,64,74,191
3356,1,82,75,69,73,33,70,79,76,51,82,69,75,173
3357,2,91,73,67,76,46,65,90,81,63,91,67,75,178
3361,2,90,66,68,78,36,46,92,86,51,90,71,70,168
3362,3,86,68,72,78,61,67,91,85,57,87,72,65,169
3363,1,82,72,56,75,27,74,78,68,17,84,58,75,189
3364,4,85,64,66,72,72,76,82,85,69,85,65,62,170
3366,1,52,73,59,64,43,81,35,48,35,55,65,74,191
3368,2,89,69,71,76,35,46,93,94,62,88,74,70,160
3371,3,73,69,77,78,58,59,76,74,58,71,78,61,178
3372,2,82,72,72,75,44,58,75,73,48,83,74,72,176
3375,5,49,49,43,43,73,82,31,27,74,51,42,55,197
3377,5,58,37,48,50,74,83,34,42,78,64,39,20,191
3378,1,84,74,67,80,26,70,81,87,24,80,70,77,176
3380,2,82,65,72,77,47,57,89,82,61,81,75,65,171
3385,1,68,75,67,73,48,84,62,77,59,69,62,73,181
3386,3,53,52,61,64,75,85,57,50,74,58,59,40,189
3390,1,87,74,58,73,29,70,86,77,40,88,55,77,181
3391,3,60,54,70,65,73,82,56,77,76,61,69,48,174
3392,2,94,71,63,77,29,70,92,73,24,94,65,72,180
3395,1,87,73,64,76,35,57,79,83,34,86,70,78,174
3396,3,70,62,65,67,75,82,56,70,74,73,64,56,189
3397,4,88,65,71,73,70,72,76,76,75,89,71,64,172
3408,5,68,52,52,64,72,75,65,51,62,70,48,43,189
3414,2,87,92,92,96,39,66,93,95,33,84,94,95,170
3415,1,90,93,82,89,35,78,87,71,28,91,82,94,187
3416,2,91,85,87,95,32,58,96,84,27,89,90,87,175
3417,2,76,86,92,87,61,78,78,76,68,76,94,82,181
3423,3,74,76,89,90,72,66,92,93,68,71,91,72,172
3424,5,68,46,58,62,90,82,57,57,94,73,50,33,187
3428,3,42,62,80,81,85,80,67,49,90,43,86,67,189
3429,3,78,65,77,81,87,83,82,92,90,77,79,65,168
3430,1,77,87,74,85,41,82,78,82,34,77,77,88,184
3432,1,70,91,79,81,47,83,71,73,56,72,81,94,188
3433,5,72,68,75,74,87,85,78,66,85,71,71,63,184
3434,5,71,28,54,68,89,87,52,41,91,73,52,22,187
3435,1,96,84,78,90,39,75,92,83,34,96,80,89,178
3436,1,81,86,84,89,57,72,90,83,59,81,86,89,176
3437,2,83,82,84,90,43,64,91,85,32,81,87,80,177
3438,2,85,88,84,87,45,66,86,84,49,85,86,87,180
3439,3,74,81,86,85,66,86,75,66,63,79,88,75,191
3443,5,56,61,72,69,88,80,57,36,89,63,72,65,194
3445,2,94,83,77,88,44,74,92,86,42,93,83,87,175
3448,1,94,85,75,80,37,69,76,69,27,95,77,89,187
3450,3,45,80,90,81,70,69,60,71,72,41,89,75,183
3451,1,75,86,72,79,55,83,74,59,57,76,77,88,185
3452,5,60,48,64,63,89,83,57,53,90,60,52,42,187
3456,3,66,74,79,79,84,79,69,77,87,64,78,69,179
3458,5,64,50,71,69,88,82,59,60,88,66,65,45,189
3459,4,90,69,81,83,79,73,89,85,74,90,78,73,170
3460,5,51,58,76,73,89,76,64,59,90,55,79,55,191
3461,3,69,74,85,90,69,63,91,88,67,64,86,69,174
3463,5,64,55,72,67,88,79,59,50,90,66,62,45,186
3464,1,88,86,80,87,42,68,86,76,48,89,81,86,183
3465,3,62,72,75,72,85,89,62,66,84,66,77,64,185
3468,1,89,79,85,91,35,47,94,93,49,85,89,77,163
3469,1,88,83,80,90,35,53,94,92,25,83,83,86,169
3470,5,62,54,72,73,87,78,67,67,88,64,70,40,183
3473,5,58,58,69,71,87,79,61,55,90,60,74,48,190
3474,3,68,68,87,85,75,67,75,81,78,67,88,56,178
3478,3,62,81,86,81,74,70,73,62,76,61,85,78,184
3481,4,72,69,86,84,79,78,84,84,78,68,84,66,176
