,Name,Rating,Position,Version,Price,Skills,Weak_Foot,Attack\Defense,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
High & Stocky (94kg)",89,404,1875,53,45,35,ST,76,71,74
5166,Fikayo Tomori,76,CB,Rare,5K,2,4,M \ M,80,37,58,67,76,74,"185cm | 6'1""
High & Average+ (78kg)",1447,392,1761,73,61,75,CB,83,36,33
5167,Joakim Mæhle,76,RB,Rare,0,3,3,H \ H,91,56,67,71,68,79,"184cm | 6'0""
Average (79kg)",53,432,1967,67,64,67,RB,93,65,50
5168,Samuel Kalu,76,LM,Rare,700,4,4,H \ M,87,66,70,78,34,56,"178cm | 5'10""
Average (79kg)",87,391,1868,80,79,30,LM,83,72,69
5169,Nicolò Zaniolo,76,CAM,Rare,700,3,3,H \ M,76,73,72,77,62,75,"190cm | 6'3""
Unique (79kg)",75,435,2033,71,78,64,CAM,76,76,74
5170,Emmanuel Dennis,76,ST,Rare,0,4,3,M \ L,92,73,62,78,38,69,"175cm | 5'9""
Average (66kg)",116,412,1918,88,79,38,ST,92,58,75
5171,Kunde Malong,76,CDM,Rare,0,3,4,M \ M,82,69,70,74,70,82,"180cm | 5'11""
Stocky (79kg)",222,447,2047,66,76,72,CDM,86,68,63
5172,Patson Daka,76,ST,Rare,10K,3,3,M \ M,93,76,53,76,24,70,"183cm | 6'0""
Lean (71kg)",132,392,1813,87,71,18,ST,93,53,81
5173,Petr Ševčík,76,CM,Rare,700,3,5,H \ H,80,73,74,78,65,75,"172cm | 5'8""
Average (66kg)",73,445,2137,86,86,63,CM,80,75,69
5174,Lucas Tolentino Coelho de Lima,76,CM,Rare,1.6K,4,2,H \ M,75,74,75,81,59,75,"180cm | 5'11""
Lean (72kg)",86,439,2112,74,70,58,CM,76,74,72
5175,Keita Baldé,76,ST,Rare,2K,4,4,H \ M,91,74,71,79,30,70,"181cm | 5'11""
Average (80kg)",175,415,1937,80,77,17,ST,91,70,76
5176,Lucas Martínez Quarta,76,CB,Rare,10K,3,3,M \ M,70,59,70,72,74,80,"183cm | 6'0""
Lean (78kg)",63,425,2022,73,65,71,CB,73,69,55
5177,Bruma,76,LM,Rare,1.2K,4,4,M \ M,89,69,70,82,32,61,"173cm | 5'8""
Lean (70kg)",33,403,1919,92,87,26,LM,87,70,67
5178,Hernâni,76,RM,Rare,8.5K,5,2,M \ L,91,68,68,81,29,60,"178cm | 5'10""
Lean (69kg)",44,397,1888,84,77,38,RM,91,67,64
5179,Joakim Mæhle,76,RB,Rare,800,3,3,H \ H,91,56,67,71,68,79,"184cm | 6'0""
Average (79kg)",130,432,1967,67,64,67,RB,93,65,50
5180,Fikayo Tomori,76,CB,Rare,1K,2,4,M \ M,80,37,58,67,76,74,"185cm | 6'1""
High & Average+ (78kg)",615,392,1761,73,61,75,CB,83,36,33
5181,DeAndre Yedlin,76,RWB,Rare,700,3,3,H \ M,92,51,64,75,70,68,"172cm | 5'8""
Average (75kg)",122,420,1961,84,77,69,RWB,92,63,40
5182,Emmanuel Dennis,76,ST,Rare,2.5K,4,3,M \ L,92,73,62,78,38,69,"175cm | 5'9""
Average (66kg)",147,412,1918,88,79,38,ST,92,58,75
5183,Loïc Rémy,76,ST,Rare,700,4,3,M \ M,71,77,65,73,37,67,"185cm | 6'1""
High & Average+ (82kg)",230,390,1894,70,63,35,ST,70,71,78
5184,Gaël Clichy,76,LB,Rare,700,4,4,M \ M,76,43,69,74,74,67,"176cm | 5'9""
Lean (65kg)",212,403,1912,76,73,74,LB,77,59,34
5185,Frank Acheampong,76,ST,Rare,700,4,3,H \ L,94,76,69,81,49,76,"168cm | 5'6""
Short & Lean- (65kg)",294,445,2060,93,92,40,ST,94,68,78
5186,Patson Daka,76,ST,Rare,950,3,3,M \ M,93,76,53,76,24,70,"183cm | 6'0""
Lean (71kg)",106,392,1813,87,71,18,ST,93,53,81
5187,Emmanuel Dennis,76,ST,Rare,700,4,3,M \ L,92,73,62,78,38,69,"175cm | 5'9""
Average (66kg)",54,412,1918,88,79,38,ST,92,58,75
5188,Kunde Malong,76,CDM,Rare,700,3,4,M \ M,82,69,70,74,70,82,"180cm | 5'11""
Stocky (79kg)",25,447,2047,66,76,72,CDM,86,68,63
5189,Luis Javier Suárez,75,ST,Rare,0,3,4,H \ M,86,78,62,71,40,80,"185cm | 6'1""
High & Average (74kg)",55,417,1940,79,77,26,ST,86,60,83
5190,Mohammed Kudus,75,CAM,Rare,700,4,3,H \ H,87,70,67,79,53,77,"177cm | 5'10""
Average (70kg)",206,433,1995,90,90,52,CAM,85,70,70
5191,Sergiño Dest,75,RB,Rare,0,4,4,H \ L,87,58,71,79,67,63,"175cm | 5'9""
Average (62kg)",194,425,1959,87,78,67,RB,86,72,56
5192,Robert Skov,75,LWB,Rare,700,3,3,H \ M,79,77,77,76,64,71,"185cm | 6'1""
High & Average (78kg)",43,444,2126,76,74,65,LWB,79,72,72
5193,Chidera Ejuke,75,LW,Rare,650,4,3,H \ H,94,69,61,78,37,59,"176cm | 5'9""
Average (72kg)",92,398,1805,89,90,40,LW,93,66,72
5194,Ike Opara,75,CB,Rare,850,2,2,M \ H,84,38,52,57,73,82,"188cm | 6'2""
High & Average (82kg)",387,386,1790,73,64,70,CB,88,48,30
5195,Darwin Quintero,75,CAM,Rare,700,4,3,H \ M,87,73,69,80,28,65,"166cm | 5'5""
Short & Lean- (66kg)",31,402,1914,93,83,29,CAM,86,72,73
5196,Lago Júnior,75,LM,Rare,650,4,4,M \ L,87,72,64,75,34,73,"180cm | 5'11""
Lean (79kg)",64,405,1827,74,62,58,LM,91,66,75
5197,Christopher Trimmel,75,RB,Rare,650,3,3,H \ M,69,60,70,67,72,79,"189cm | 6'2""
High & Average (82kg)",36,417,1961,62,55,72,RB,73,65,60
5198,Daniel Didavi,75,CAM,Rare,700,3,3,M \ M,70,78,74,77,49,70,"180cm | 5'11""
Average (77kg)",83,418,2028,71,73,36,CAM,71,69,74
5199,Darlington Nagbe,75,CM,Rare,700,4,4,H \ H,79,64,71,81,63,70,"175cm | 5'9""
Average (75kg)",59,428,2041,85,78,67,CM,78,72,59
5200,Fabián Castillo,75,LM,Rare,0,4,4,M \ L,91,70,65,81,42,69,"174cm | 5'9""
Average (74kg)",14,418,1938,93,75,38,LM,91,65,68
5201,Dominik Kohr,75,CDM,Rare,8.6K,3,3,M \ M,80,61,62,71,75,80,"185cm | 6'1""
High & Average (81kg)",115,429,1950,66,69,82,CDM,84,68,58
5202,Ben Pearson,75,CDM,Rare,7.5K,3,3,M \ H,72,50,63,71,72,85,"176cm | 5'9""
Lean (71kg)",49,413,1900,70,75,74,CDM,72,64,47
5203,Ryan Christie,75,CAM,Rare,650,3,4,H \ H,80,73,72,77,62,74,"178cm | 5'10""
Lean (71kg)",41,438,2079,82,81,63,CAM,80,72,74
5204,Johan Mojica,75,LB,Rare,0,3,2,H \ L,90,65,71,72,69,72,"185cm | 6'1""
High & Average+ (73kg)",0,439,2037,73,61,66,LB,90,65,62
5205,Felipe Pardo,75,RM,Rare,650,3,4,H \ M,86,74,71,75,38,81,"178cm | 5'10""
Stocky (80kg)",25,425,1984,82,68,42,RM,84,70,72
5206,Georges-Kévin Nkoudou,75,LM,Rare,750,3,4,M \ L,93,67,68,79,34,58,"175cm | 5'9""
Lean (72kg)",71,399,1872,86,89,32,LM,93,66,65
5207,Alfredo Morelos,75,ST,Rare,650,3,4,H \ M,81,73,62,71,42,85,"177cm | 5'10""
Stocky (79kg)",47,414,1894,61,84,47,ST,80,64,79
5208,Bernard Mensah,75,CAM,Rare,1.2K,4,3,H \ M,80,70,72,77,63,65,"180cm | 5'11""
Lean (65kg)",39,427,1982,79,66,68,CAM,78,73,69
5209,Alexander Nübel,75,GK,Rare,10K,1,5,M \ M,75,65,71,85,48,76,"193cm | 6'4""
High & Average (86kg)",99,420,855,34,58,23,GK,46,22,18
5210,Kevin Lasagna,75,ST,Rare,6K,3,3,H \ M,90,73,60,77,29,61,"186cm | 6'1""
High & Average+ (80kg)",98,390,1819,79,72,26,ST,90,58,76
5211,Gyrano Kerk,75,RW,Rare,650,3,2,H \ M,93,71,65,76,34,70,"175cm | 5'9""
Average (68kg)",99,409,1868,83,78,43,RW,93,71,74
5212,Cesinha,75,CAM,Rare,700,4,5,H \ M,78,77,72,75,32,68,"177cm | 5'10""
Lean (74kg)",52,402,1903,75,73,45,CAM,80,74,77
5213,Moussa Niakhaté,75,CB,Rare,1.5K,2,3,M \ M,75,39,60,64,75,78,"190cm | 6'3""
High & Average (86kg)",95,391,1763,65,53,74,CB,82,48,35
5214,Cristian Borja,75,LB,Rare,0,3,2,M \ H,87,50,66,69,70,70,"180cm | 5'11""
Lean (66kg)",54,412,1853,74,66,70,LB,85,62,49
5215,Pedraza,75,LB,Rare,950,3,2,H \ M,80,71,70,74,70,74,"184cm | 6'0""
Lean (73kg)",29,439,2031,72,63,72,LB,81,66,72
5216,Zelimkhan Bakaev,75,CAM,Rare,650,3,2,H \ M,86,70,71,76,32,56,"180cm | 5'11""
Average (77kg)",34,391,1801,76,75,33,CAM,86,80,72
5217,Junya Ito,75,RW,Rare,1.1K,4,3,H \ M,88,65,68,76,59,72,"176cm | 5'9""
Lean (68kg)",70,428,1973,79,77,54,RW,86,73,67
5218,Luis Sinisterra,75,LW,Rare,650,4,4,H \ H,89,65,69,81,51,65,"172cm | 5'8""
Average (60kg)",95,420,1970,93,85,52,LW,87,73,67
5219,Gedson Fernandes,75,CM,Rare,6.3K,3,3,H \ H,77,70,74,78,72,74,"181cm | 5'11""
Lean (71kg)",295,445,2106,76,70,71,CM,77,75,64
5220,Dominik Szoboszlai,75,CAM,Rare,0,4,4,M \ L,80,74,76,78,37,64,"186cm | 6'1""
High & Average (74kg)",256,409,1948,75,64,35,CAM,82,74,72
5221,Jordan Torunarigha,75,CB,Rare,850,2,2,H \ M,74,34,64,63,77,74,"191cm | 6'3""
High & Average+ (80kg)",732,386,1755,62,66,73,CB,75,70,33
5222,Moussa Djenepo,75,LM,Rare,1K,3,3,H \ M,87,68,66,81,36,66,"177cm | 5'10""
Lean (65kg)",61,404,1897,88,82,32,LM,88,69,71
5223,Takefusa Kubo,75,RM,Rare,0,4,4,H \ M,82,66,68,82,39,57,"173cm | 5'8""
Lean (67kg)",127,394,1848,87,84,40,RM,76,72,70
5224,Nicolás Domínguez,75,CM,Rare,900,3,4,H \ H,77,66,71,73,70,78,"179cm | 5'10""
Lean (73kg)",57,435,2026,78,80,59,CM,75,69,65
5225,Weston McKennie,75,CM,Rare,850,3,3,M \ M,75,64,69,74,75,83,"185cm | 6'1""
High & Average (84kg)",348,440,2069,67,69,73,CM,82,75,59
5226,Myron Boadu,75,ST,Rare,750,3,5,H \ L,88,74,61,76,28,64,"183cm | 6'0""
Lean (67kg)",269,391,1825,87,74,29,ST,87,66,80
5227,Sebastiaan Bornauw,75,CB,Rare,1K,2,3,M \ M,73,41,61,65,75,76,"191cm | 6'3""
High & Average+ (83kg)",100,391,1777,61,55,76,CB,77,54,34
5228,Jean-Clair Todibo,75,CB,Rare,0,3,2,M \ M,73,43,61,65,75,74,"190cm | 6'3""
High & Average (81kg)",332,391,1778,54,57,74,CB,78,56,40
5229,Adrià Giner Pedrosa,75,LB,Rare,650,3,3,M \ M,88,57,70,75,69,65,"176cm | 5'9""
Average (69kg)",65,424,1949,80,74,68,LB,89,65,57
5230,Johan Mojica,75,LB,Rare,0,3,2,H \ L,90,65,71,72,69,72,"185cm | 6'1""
High & Average+ (73kg)",176,439,2037,73,61,66,LB,90,65,62
5231,Obafemi Martins,75,ST,Rare,0,3,4,H \ M,85,74,64,76,37,74,"170cm | 5'7""
Short and Balanced (70kg)",41,410,1942,82,88,32,ST,82,73,75
5232,Pedro Victor Delmino da Silva,75,CAM,Rare,2K,4,4,H \ M,83,68,71,80,34,57,"172cm | 5'8""
Lean (65kg)",122,393,1891,87,80,34,CAM,81,75,65
5233,Obafemi Martins,75,ST,Rare,10K,3,4,H \ M,85,74,64,76,37,74,"170cm | 5'7""
Short and Balanced (70kg)",177,410,1942,82,88,32,ST,82,73,75
5234,Sergiño Dest,75,RB,Rare,800,4,4,H \ L,87,58,71,79,67,63,"175cm | 5'9""
Average (62kg)",420,425,1959,87,78,67,RB,86,72,56
5235,Jean-Clair Todibo,75,CB,Rare,10K,3,2,M \ M,73,43,61,65,75,74,"190cm | 6'3""
High & Average (81kg)",71,391,1778,54,57,74,CB,78,56,40
5236,Luis Javier Suárez,75,ST,Rare,700,3,4,H \ M,86,78,62,71,40,80,"185cm | 6'1""
High & Average (74kg)",76,417,1940,79,77,26,ST,86,60,83
5237,Martínez,75,ST,Rare,0,3,3,H \ L,89,72,65,74,32,68,"179cm | 5'10""
Lean (74kg)",32,400,1892,80,62,20,ST,92,63,76
5238,Takefusa Kubo,75,RM,Rare,3.2K,4,4,H \ M,82,66,68,82,39,57,"173cm | 5'8""
Lean (67kg)",-125,394,1848,87,84,40,RM,76,72,70
5239,Lucas Pratto,75,ST,Rare,10K,3,3,H \ M,72,74,70,73,63,82,"187cm | 6'2""
High & Stocky (91kg)",29,434,2074,70,52,60,ST,76,76,72
5240,Martínez,75,ST,Rare,0,3,3,H \ L,89,72,65,74,32,68,"179cm | 5'10""
Lean (74kg)",14,400,1892,80,62,20,ST,92,63,76
5241,Dominik Szoboszlai,75,CAM,Rare,700,4,4,M \ L,80,74,76,78,37,64,"186cm | 6'1""
High & Average (74kg)",319,409,1948,75,64,35,CAM,82,74,72
5242,Dominik Kohr,75,CDM,Rare,650,3,3,M \ M,80,61,62,71,75,80,"185cm | 6'1""
High & Average (81kg)",27,429,1950,66,69,82,CDM,84,68,58
5243,Johan Mojica,75,LB,Rare,10K,3,2,H \ L,90,65,71,72,69,72,"185cm | 6'1""
High & Average+ (73kg)",16,439,2037,73,61,66,LB,90,65,62
5244,Cristian Borja,75,LB,Rare,650,3,2,M \ H,87,50,66,69,70,70,"180cm | 5'11""
Lean (66kg)",31,412,1853,74,66,70,LB,85,62,49
5245,Jean-Clair Todibo,75,CB,Rare,2.2K,3,2,M \ M,73,43,61,65,75,74,"190cm | 6'3""
High & Average (81kg)",93,391,1778,54,57,74,CB,78,56,40
5246,Ben Pearson,75,CDM,Rare,650,3,3,M \ H,72,50,63,71,72,85,"176cm | 5'9""
Lean (71kg)",38,413,1900,70,75,74,CDM,72,64,47
5247,Gedson Fernandes,75,CM,Rare,0,3,3,H \ H,77,70,74,78,72,74,"181cm | 5'11""
Lean (71kg)",120,445,2106,76,70,71,CM,77,75,64
5248,Kevin Lasagna,75,ST,Rare,700,3,3,H \ M,90,73,60,77,29,61,"186cm | 6'1""
High & Average+ (80kg)",48,390,1819,79,72,26,ST,90,58,76
5249,Michael Rangel,75,ST,Rare,700,3,3,H \ M,60,80,58,68,40,73,"185cm | 6'1""
High & Average (80kg)",1,379,1843,70,53,54,ST,65,68,84
5250,Malang Sarr,75,CB,Rare,1.2K,2,2,L \ H,67,52,68,66,75,75,"182cm | 6'0""
Stocky (73kg)",158,403,1922,72,69,75,CB,70,63,53
5251,Ábila,75,ST,Rare,750,3,3,H \ L,66,74,56,71,30,82,"177cm | 5'10""
Stocky (93kg)",25,379,1800,68,70,31,ST,67,54,78
5252,Gedson Fernandes,75,CM,Rare,700,3,3,H \ H,77,70,74,78,72,74,"181cm | 5'11""
Lean (71kg)",1,445,2106,76,70,71,CM,77,75,64
5253,Takefusa Kubo,75,RM,Rare,3K,4,4,H \ M,82,66,68,82,39,57,"173cm | 5'8""
Lean (67kg)",18,394,1848,87,84,40,RM,76,72,70
5254,Alexander Nübel,75,GK,Rare,800,1,5,M \ M,75,65,71,85,48,76,"193cm | 6'4""
High & Average (86kg)",16,420,855,34,58,23,GK,46,22,18
5255,Pedro Victor Delmino da Silva,75,CAM,Rare,800,4,4,H \ M,83,68,71,80,34,57,"172cm | 5'8""
Lean (65kg)",18,393,1891,87,80,34,CAM,81,75,65
5256,Bernard Mensah,75,CAM,Rare,700,4,3,H \ M,80,70,72,77,63,65,"180cm | 5'11""
Lean (65kg)",9,427,1982,79,66,68,CAM,78,73,69
5257,Fabián Castillo,75,LM,Rare,650,4,4,M \ L,91,70,65,81,42,69,"174cm | 5'9""
Average (74kg)",12,418,1938,93,75,38,LM,91,65,68
5258,Lionel Messi,93,RW,Rare,58K,4,4,M \ L,85,92,91,95,34,65,"170cm | 5'7""
Messi (72kg)",12071,462,2261,91,95,20,RW,80,95,95
5259,Robert Lewandowski,92,ST,Rare,52.5K,4,4,H \ M,78,92,79,86,44,82,"185cm | 6'1""
Unique (81kg)",2931,461,2249,77,82,35,ST,79,81,95
5260,Kylian Mbappé,91,ST,Rare,109K,5,4,H \ L,97,88,80,92,36,77,"182cm | 6'0""
Unique (73kg)",5489,470,2221,92,83,26,ST,97,82,93
5261,Neymar Jr,91,LW,Rare,49K,5,5,H \ M,91,83,86,94,37,63,"175cm | 5'9""
Neymar (68kg)",7526,454,2217,96,84,35,LW,89,90,83
5262,Kevin De Bruyne,91,CM,Rare,53K,4,5,H \ H,76,86,93,88,64,78,"181cm | 5'11""
Unique (70kg)",4354,485,2337,79,78,68,CM,76,94,82
5263,Jan Oblak,91,GK,Rare,55K,1,3,M \ M,87,92,78,90,50,90,"188cm | 6'2""
Unique (87kg)",480,487,1044,67,49,27,GK,60,65,11
5264,Cristiano Ronaldo,91,ST,Rare,63K,5,4,H \ L,87,93,82,88,34,75,"187cm | 6'2""
CR7 (83kg)",14716,459,2247,86,74,24,ST,88,82,95
5265,Manuel Neuer,90,GK,Rare,42.5K,1,4,M \ M,88,88,91,88,56,89,"193cm | 6'4""
Unique (93kg)",1293,500,1160,51,35,17,GK,60,70,13
5266,ter Stegen,90,GK,Rare,44.5K,1,4,M \ M,88,85,88,90,43,88,"187cm | 6'2""
Unique (85kg)",272,482,1075,39,43,25,GK,50,70,14
5267,Harry Kane,90,ST,Rare,40.5K,3,5,H \ H,70,91,83,83,47,83,"188cm | 6'2""
Unique (89kg)",540,457,2242,71,70,50,ST,74,87,94
5268,N'Golo Kanté,90,CDM,Rare,44K,2,3,M \ H,78,66,75,82,87,83,"168cm | 5'6""
Unique (70kg)",11363,471,2209,82,92,90,CDM,75,78,65
5269,Heung Min Son,89,LM,Normal,33.25K,4,5,H \ H,88,87,82,86,43,69,"183cm | 6'0""
Unique (78kg)",4989,455,2178,86,78,50,LM,90,83,88
5270,Sadio Mané,89,LW,Rare,31.5K,4,4,H \ M,91,83,80,89,44,77,"175cm | 5'9""
Unique (69kg)",2881,464,2220,93,88,42,LW,90,84,86
5271,Ederson,89,GK,Rare,33.5K,1,3,M \ M,87,82,93,88,64,88,"188cm | 6'2""
Unique (86kg)",781,502,1215,60,48,29,GK,63,70,14
5272,Casemiro,89,CDM,Rare,32K,2,3,H \ H,65,73,76,73,86,90,"185cm | 6'1""
Unique (84kg)",365,463,2236,61,66,85,CDM,69,80,64
5273,Thibaut Courtois,89,GK,Rare,44K,1,3,M \ M,84,89,74,88,46,86,"199cm | 6'6""
Courtois (96kg)",605,467,972,62,45,20,GK,52,44,14
5274,Alisson,89,GK,Rare,32K,1,3,M \ M,86,86,84,89,52,90,"191cm | 6'3""
Unique (91kg)",790,487,1023,40,37,15,GK,47,66,13
5275,Joshua Kimmich,89,CDM,Rare,35K,3,4,H \ M,70,73,86,84,83,79,"177cm | 5'10""
Lean (75kg)",935,475,2308,84,84,85,CDM,65,85,68
5276,Virgil van Dijk,89,CB,Rare,33.5K,2,3,M \ M,78,60,71,72,91,84,"193cm | 6'4""
Unique (92kg)",2882,456,2136,61,53,92,CB,88,65,52
5277,Karim Benzema,89,CF,Rare,32.25K,4,4,M \ M,76,86,81,87,39,77,"185cm | 6'1""
Average (81kg)",1732,446,2165,79,72,43,CF,75,87,90
5278,Mohamed Salah,89,RW,Rare,0,4,3,H \ M,90,87,81,90,45,75,"175cm | 5'9""
Salah (71kg)",3674,468,2239,91,91,38,RW,91,83,91
5279,Gianluigi Donnarumma,89,GK,Rare,32.25K,1,3,M \ M,91,83,79,90,52,85,"196cm | 6'5""
Unique (90kg)",1977,480,1017,64,38,20,GK,55,60,12
5280,Romelu Lukaku,88,ST,Rare,24.5K,3,4,M \ M,84,87,74,78,39,83,"191cm | 6'3""
Unique (94kg)",2911,445,2096,60,52,30,ST,87,75,92
5281,Toni Kroos,88,CM,Rare,25K,3,5,M \ M,53,81,91,81,71,68,"183cm | 6'0""
Average (76kg)",314,445,2185,63,71,71,CM,52,90,77
5282,Erling Haaland,88,ST,Rare,25K,3,3,H \ H,89,91,65,80,45,88,"194cm | 6'4""
Unique (94kg)",4924,458,2134,75,72,44,ST,94,71,94
5283,Raheem Sterling,88,LW,Rare,24K,4,3,H \ M,91,82,79,87,45,66,"170cm | 5'7""
Unique (69kg)",2415,450,2128,94,93,47,LW,88,82,85
5284,Luis Suárez,88,ST,Normal,25K,3,4,H \ M,72,90,82,84,47,83,"182cm | 6'0""
Unique (83kg)",502,458,2241,75,78,42,ST,69,84,93
5285,Bruno Fernandes,88,CAM,Normal,24.25K,4,3,H \ H,75,86,89,84,70,77,"179cm | 5'10""
Unique (69kg)",4618,481,2365,80,79,72,CAM,73,90,83
5286,Sergio Ramos García,88,CB,Normal,30.75K,3,3,H \ M,70,70,76,74,88,84,"184cm | 6'0""
Unique (82kg)",1004,462,2293,77,66,84,CB,69,71,65
5287,Keylor Navas,88,GK,Normal,22.75K,1,3,M \ M,89,84,75,89,54,87,"185cm | 6'1""
High & Average (80kg)",454,478,1071,60,61,28,GK,53,68,15
5288,Rúben Dias,87,CB,Rare,22.25K,2,4,M \ H,61,38,65,68,88,88,"187cm | 6'2""
High & Average (82kg)",361,408,1920,59,56,90,CB,65,51,29
5289,Luka Modric,87,CM,Rare,0,4,4,M \ M,73,76,89,88,72,66,"172cm | 5'8""
Lean (66kg)",843,464,2293,91,92,70,CM,70,90,72
5290,Andrew Robertson,87,LB,Normal,21.25K,3,2,H \ H,84,61,80,81,82,76,"178cm | 5'10""
Unique (64kg)",997,464,2175,78,74,83,LB,85,80,55
5291,Trent Alexander-Arnold,87,RB,Normal,22.75K,3,4,H \ M,79,68,88,80,80,72,"180cm | 5'11""
Unique (69kg)",447,467,2252,73,73,80,RB,80,87,60
5292,Paul Pogba,87,CM,Normal,23K,5,4,H \ M,71,81,86,86,65,83,"191cm | 6'3""
Unique (84kg)",2685,472,2290,73,67,59,CM,77,89,75
5293,Jadon Sancho,87,RM,Normal,0,5,3,H \ M,81,76,82,91,36,65,"180cm | 5'11""
Unique (76kg)",778,431,2041,91,90,32,RM,78,87,83
5294,Hugo Lloris,87,GK,Normal,21K,1,1,M \ M,88,83,65,90,61,84,"188cm | 6'2""
Unique (82kg)",1116,471,1027,55,54,29,GK,62,50,10
5295,Marco Verratti,87,CM,Normal,18.25K,4,4,M \ H,64,61,87,91,79,67,"165cm | 5'5""
Unique (60kg)",316,449,2232,91,94,78,CM,60,89,60
5296,Ángel Di María,87,RW,Normal,18K,5,2,H \ M,83,81,86,87,48,69,"180cm | 5'11""
Unique (69kg)",287,454,2212,94,76,41,RW,83,88,79
5297,Marquinhos,87,CB,Normal,20.5K,3,3,M \ H,81,53,75,74,89,81,"183cm | 6'0""
Average (75kg)",4012,453,2113,69,67,89,CB,81,74,51
5298,Sergio Agüero,87,ST,Normal,42K,4,4,H \ M,71,89,75,87,33,69,"173cm | 5'8""
Unique (70kg)",2860,424,2100,82,90,30,ST,68,80,93
5299,Frenkie de Jong,87,CM,Normal,20.75K,4,3,H \ M,81,69,85,88,77,78,"180cm | 5'11""
Unique (74kg)",3730,478,2270,88,79,76,CM,82,86,72
5300,Leon Goretzka,87,CM,Normal,21.75K,3,4,H \ M,81,82,82,84,81,86,"189cm | 6'2""
Unique (82kg)",4762,496,2340,76,71,74,CM,83,84,82
5301,Thomas Müller,87,CAM,Normal,19.5K,3,4,H \ H,67,84,83,80,56,71,"185cm | 6'1""
High & Average+ (76kg)",447,441,2168,73,71,47,CAM,67,85,88
5302,Paulo Dybala,87,CF,Normal,18K,4,3,M \ M,84,86,86,90,40,60,"177cm | 5'10""
Unique (75kg)",2902,446,2187,92,94,32,CF,80,91,85
5303,Wojciech Szczesny,87,GK,Normal,21.5K,1,3,M \ M,86,82,73,88,49,87,"195cm | 6'5""
High & Average+ (90kg)",229,465,966,55,51,20,GK,47,48,12
5304,Ciro Immobile,87,ST,Normal,20.75K,3,4,H \ M,86,87,67,81,39,77,"185cm | 6'1""
Unique (85kg)",769,437,2104,75,85,34,ST,87,71,91
5305,Milan Škriniar,86,CB,Rare,19K,2,4,M \ H,80,41,53,69,87,84,"188cm | 6'2""
Unique (80kg)",987,414,1861,54,56,90,CB,84,46,42
5306,Mats Hummels,86,CB,Rare,14.75K,3,3,H \ H,56,59,77,73,89,77,"191cm | 6'3""
High & Average (96kg)",48,431,2090,61,62,90,CB,64,80,57
5307,Marcos Llorente,86,CM,Rare,17K,3,4,H \ M,88,80,81,82,78,82,"184cm | 6'0""
Lean (74kg)",5901,491,2284,82,69,79,CM,90,86,81
5308,Riyad Mahrez,86,RW,Rare,17K,5,4,M \ M,81,79,81,90,38,60,"179cm | 5'10""
Unique (67kg)",898,429,2062,92,88,45,RW,79,84,81
5309,João Cancelo,86,RB,Rare,20K,4,4,H \ M,85,71,83,84,80,72,"182cm | 6'0""
Unique (74kg)",1627,475,2254,80,78,79,RB,84,83,68
5310,Samir Handanovic,86,GK,Rare,16K,1,3,M \ M,81,81,65,87,47,92,"193cm | 6'4""
Unique (92kg)",191,453,952,47,36,25,GK,50,41,10
5311,Bernardo Silva,86,CAM,Rare,18.75K,4,3,H \ H,80,76,83,91,54,67,"173cm | 5'8""
Lean (64kg)",1126,451,2161,94,92,49,CAM,77,84,77
5312,Aymeric Laporte,86,CB,Rare,17.75K,2,3,M \ M,63,50,72,69,86,80,"191cm | 6'3""
Unique (85kg)",153,420,2015,57,60,86,CB,67,65,45
5313,Rodrigo,86,CDM,Rare,15.75K,3,4,M \ H,61,70,77,78,82,82,"191cm | 6'3""
High & Average (82kg)",145,450,2132,65,65,83,CDM,62,81,64
5314,Jordi Alba Ramos,86,LB,Normal,18K,3,3,H \ M,86,69,81,83,77,71,"170cm | 5'7""
Unique (68kg)",539,467,2235,90,85,74,LB,86,78,73
5315,Sergio Busquets Burgos,86,CDM,Normal,14.75K,3,3,M \ M,42,62,79,80,82,75,"189cm | 6'2""
High & Average+ (76kg)",-99,420,2054,67,50,84,CDM,43,83,67
5316,Daniel Parejo Muñoz,86,CM,Normal,15.5K,3,4,M \ M,50,83,90,81,71,69,"182cm | 6'0""
Lean (74kg)",-85,444,2204,63,72,70,CM,49,89,83
5317,Gerard Moreno Balagueró,86,ST,Normal,14K,3,4,H \ M,79,86,77,84,46,73,"180cm | 5'11""
Lean (77kg)",159,445,2140,77,70,44,ST,78,78,89
5318,Kingsley Coman,86,LM,Normal,17K,4,3,M \ M,93,76,79,88,30,60,"180cm | 5'11""
Unique (76kg)",1757,426,2031,91,84,29,LM,93,81,75
5319,Koen Casteels,86,GK,Normal,15K,1,2,M \ M,85,83,80,87,45,84,"197cm | 6'6""
High & Average (86kg)",752,464,930,50,43,11,GK,46,42,15
5320,Lorenzo Insigne,86,LW,Normal,16.5K,4,4,H \ M,87,78,85,90,36,45,"163cm | 5'4""
Unique (59kg)",1272,421,2052,89,93,53,LW,84,85,76
5321,Fabinho,86,CDM,Normal,0,3,2,M \ H,67,69,78,78,85,83,"188cm | 6'2""
Unique (78kg)",458,460,2200,64,64,86,CDM,68,75,63
